,Air In1,Air In2,Water In1,Water In2
609,1.1637548537981541e-08,3.939877224586242e-06,2.2301360885755377e-08,5.316966684895634e-22
610,2.4889907700785314e-08,2.835010810996783e-05,1.2137880852551826e-08,8.150287682870898e-22
611,5.5687548589087225e-08,1.0474457443186762e-05,6.883071572188883e-09,1.270844321758496e-21
612,1.3160534928207467e-07,2.6793371682877763e-05,4.048655124185156e-09,2.0115350371727946e-21
613,3.186433013016763e-07,2.7778580600544653e-05,2.5073889350133365e-09,3.231955937046337e-21
614,7.813112258350685e-07,2.4901819248171114e-05,1.6306127141932675e-09,5.277734261609793e-21
615,2.2760513885211056e-06,3.542985186524215e-05,1.0691544396100099e-09,8.764605800892967e-21
616,6.9154652448555615e-06,1.4142584796741737e-05,7.46012255965604e-10,1.480887581054633e-20
617,2.1682833499403414e-05,3.7092165362566545e-05,5.364526153017506e-10,2.552883619853963e-20
618,7.301918706328317e-05,1.042199259321712e-05,4.0132083869767137e-10,4.4790300694990654e-20
619,0.00026824337114246717,2.400975626188075e-06,3.121121057208826e-10,7.999944815064678e-20
620,0.0010388252823055832,1.0365599538868719e-05,2.540991132777423e-10,1.4549655974769652e-19
621,0.00466754015045308,2.7851486785919253e-05,2.1555232500867866e-10,2.6952894925781976e-19
622,0.030830944337869128,1.0264058912248913e-05,1.8689300040908118e-10,5.087127980269735e-19
623,0.023958613012862853,1.9121916397925214e-05,1.5440441183380535e-10,9.785850023621875e-19
624,0.8978694241807235,9.536872250865845e-05,1.4094608099379012e-10,1.919238277752664e-18
625,0.07244130588066905,5.247433620630342e-05,1.3924595028655487e-10,3.841413898492683e-18
626,0.020443448808133285,7.94002499983986e-06,1.463522563440812e-10,7.847774431528334e-18
627,0.005784633506250791,2.582238593870428e-05,1.648491624078843e-10,1.6437599019982625e-17
628,0.001286277136198249,2.5109982110860234e-05,1.9639613056388423e-10,3.515274779163652e-17
629,0.00030108489935356327,4.339450948845813e-06,2.604990372769179e-10,7.679938075751786e-17
630,8.49483112448849e-05,0.00010874574390423456,3.6221727164770517e-10,1.7159418304991987e-16
631,2.3820933196403736e-05,8.100705382137637e-05,5.708314301670585e-10,3.9338566779029525e-16
632,6.925835260367433e-06,1.9180592485179244e-05,9.842461054664824e-10,9.241215846907182e-16
633,2.1399800979070664e-06,5.094173080449813e-05,1.8543887647205087e-09,2.2262159433324917e-15
634,7.083720317433284e-07,4.6517158864603386e-05,3.760159170848579e-09,5.504116804343464e-15
635,2.4944968870115564e-07,3.407067691021258e-05,8.193919088121783e-09,1.3979373402693436e-14
636,9.284065065276622e-08,4.4916077678396574e-05,1.9198864175725126e-08,3.6508652796559124e-14
637,3.6316278437009254e-08,5.4761936133261715e-05,4.8449171444888515e-08,9.815120905139167e-14
638,1.499811819311105e-08,1.1115195619238267e-05,1.2836829207096747e-07,2.719786514056002e-13
639,6.5196908914712e-09,3.455001685246963e-05,3.614616194486793e-07,7.779623390614756e-13
640,2.9512193152271082e-09,2.7935723038653438e-05,1.0627347066321607e-06,2.301298239069543e-12
641,1.410123892666416e-09,2.2241873691165936e-05,3.3703132974536306e-06,7.057992107501923e-12
642,7.259820864592e-10,1.42590152221914e-05,1.1409691442536533e-05,2.253040870298184e-11
643,3.804704426002493e-10,4.190317848392968e-05,4.1682904545044774e-05,7.535969621837759e-11
644,2.0335583426595704e-10,0.004422449864286612,0.00016358252760631682,2.674302109909863e-10
645,1.125973664978184e-10,0.002540053826128007,0.0006988477501396768,1.0311673294172758e-09
646,6.503951935105464e-11,0.0012458535230171857,0.0032840857216117477,4.505920297785518e-09
647,3.9042773499029966e-11,0.0013699571624821681,0.0177726198609179,2.3679997519290482e-08
648,2.428134300574257e-11,0.005515094222567713,0.11658138863118596,1.5745771481516884e-07
649,1.5753161798096528e-11,0.00478757582312251,0.8614896147968524,1.3317745109331876e-06
650,1.0674068054344446e-11,0.6026202481036241,0.9499876223892015,1.3834671096948527e-05
651,7.519524915939878e-12,0.31358311468973415,0.04690037630977129,0.0001703561367540717
652,5.538711791264174e-12,0.053216092911059235,0.0029595518826275396,0.002454378586816435
653,4.333290747858672e-12,0.008866887118657525,0.00022096694069346316,0.04147613132777441
654,3.494292320990478e-12,0.002177761920748303,1.9082504167027958e-05,0.4845219887465788
655,2.8829433908537337e-12,0.0015647155450168944,1.942393124719921e-06,0.46391588599563904
656,2.473753822255283e-12,0.00020607270099404093,2.519130719053188e-07,0.008279716533314118
657,2.2120394376248086e-12,0.00016241907413586088,4.641841451766493e-08,0.0002201025462637707
658,2.0551339017184837e-12,0.00017190481129938863,1.2319686843624147e-08,9.469942969902335e-05
659,1.9910243021141583e-12,0.00018075375885688957,4.205745498338378e-09,4.1903842699131676e-05
660,2.001970190684712e-12,0.00023570507566107745,1.6526890547983657e-09,1.9725119322694037e-05
661,2.0963356575517452e-12,0.0016222467811661122,7.062596719823041e-10,1.008067139555652e-05
662,2.292893489172562e-12,0.002636652729380682,3.2065837370777297e-10,5.576294522093452e-06
663,2.623921871935778e-12,0.18790131084220954,1.531766522576843e-10,3.319702887895529e-06
664,3.1620016641085777e-12,0.0431365599318418,7.661445896946671e-11,2.126179662255387e-06
665,4.133816586776532e-12,0.016503028243094967,4.000287443449511e-11,1.4687898599735826e-06
666,5.89698214014687e-12,0.004811837382978813,2.1755425640490175e-11,1.0881717123686888e-06
667,9.229965797727575e-12,0.004278547258477253,1.2301386224162735e-11,8.624969334336943e-07
668,1.631825549296123e-11,0.0054459121768417875,7.220696408685343e-12,7.301328835355804e-07
669,3.361988224205155e-11,0.013158388440460763,4.393960697196555e-12,6.577427693326285e-07
670,8.053748974279654e-11,0.006651240920555907,2.7686941779481306e-12,6.239813207999074e-07
671,2.172793854760336e-10,0.0024164199772607644,1.804622107234661e-12,6.402866971822412e-07
672,6.450917850411563e-10,0.0010489711851223251,1.2156111836743206e-12,6.940544152905243e-07
673,2.0588152247662035e-09,0.0007182110452783603,8.455683192115908e-13,8.006167580775663e-07
674,7.076086546633009e-09,0.00029490825450216183,6.069329225001236e-13,9.852137039194271e-07
675,2.5711528845898516e-08,0.0002087362934972906,4.4925877208288375e-13,1.2978639458477142e-06
676,1.0027001646987716e-07,0.000319102009353794,3.427498218520171e-13,1.8506665233902862e-06
677,4.1382808683631775e-07,0.00014511443726145063,2.6937469369635415e-13,2.836051571235115e-06
678,1.7871285579113265e-06,0.0002041463465769704,2.1799727051163179e-13,4.712807954206502e-06
679,8.221165843512707e-06,0.00024412885366284845,1.8159625256407124e-13,8.734873573221725e-06
680,4.0838244753642644e-05,3.4676909565858495e-05,1.5566629981886253e-13,1.8959523572260633e-05
681,0.00021839518050370709,0.00030753503875968096,1.3727975319224516e-13,5.653480843020555e-05
682,0.0012918894618632803,0.012681772677923522,1.2452580178049718e-13,0.0003646902962473665
683,0.008774384235195713,0.14494520944927053,1.1616624622731811e-13,0.005150683585944984
684,0.07258788672761868,0.02847331074409446,1.1148095687762977e-13,0.12900214402821525
685,0.9170782148328841,0.004555957295321053,1.0998835176325124e-13,0.7816606439649203
686,0.0005120321556317499,0.812532010551287,1.1156030445860347e-13,0.07494126866608505
687,0.9744039325530838,0.04261088664436269,1.163499520102755e-13,0.008663015618717922
688,0.024928589424876035,0.0047107101052626735,1.2477958086401688e-13,0.001203457107825171
689,0.000756113646375794,0.0016158945196848352,1.3762166595695078e-13,0.00019678872206684803
690,5.5766590823252296e-05,0.0011906525005577124,1.5612123312152903e-13,3.771891897344119e-05
691,2.0133323246822404e-05,0.00014307978073037643,1.822025925928684e-13,8.592123375806569e-06
692,1.3667019569620922e-05,0.02337774367326815,2.1881182145792593e-13,2.391312683611419e-06
693,8.919614507824138e-06,0.007236279278379004,2.7048226328938907e-13,8.318015135165435e-07
694,7.030386147226976e-06,0.002543384288423208,3.442800112239905e-13,3.591204812375138e-07
695,5.559149567802105e-06,0.0011167796308927276,4.5140517386096753e-13,1.8536854667489716e-07
696,4.747928142574515e-06,0.000661053670494622,6.099676709172432e-13,1.0940241764608352e-07
697,4.1332171489362116e-06,0.0006518281265511193,8.498947122772329e-13,7.13634465855754e-08
698,3.5368587423496323e-06,0.004275958320950183,1.2218224260645355e-12,5.039830793740683e-08
699,3.132665189416103e-06,0.0516006860985543,1.813575641462686e-12,3.8100176074231096e-08
700,2.751073505105193e-06,0.9439904345582204,2.7815629293207902e-12,3.0648187970214885e-08
701,2.642849051357541e-06,0.001037903927903496,4.41217022066816e-12,2.6150877033872862e-08
702,2.794917139161654e-06,2.0632919323756595e-05,7.2453817243748095e-12,2.363026587199609e-08
703,2.9150571056389534e-06,2.8165343902765784e-05,1.2331305507955473e-11,2.259589052153054e-08
704,3.0277890697437e-06,0.00011114465117951433,2.177984744601003e-11,2.2860696794829937e-08
705,3.2720603586113235e-06,0.02784017093273507,3.997935700033766e-11,2.4476528158014668e-08
706,3.7240567535164163e-06,0.9544900180401674,7.63977125824202e-11,2.7750476541800174e-08
707,4.387281046698761e-06,0.021769464625405417,1.5227445682080131e-10,3.334811018344742e-08
708,5.553268140652938e-06,0.0008290735350668986,3.172811260026727e-10,4.253419173145535e-08
709,6.799311128025791e-06,0.00015119108937340772,6.928896654256229e-10,5.768365084410545e-08
710,8.077128564377025e-06,6.627755918526941e-05,1.5908155246271218e-09,8.3372182317416e-08
711,1.0269335953684908e-05,3.7384558711834576e-05,3.853879243013701e-09,1.2880413297038497e-07
712,1.406620681100827e-05,2.5179802784449062e-05,9.895103957006754e-09,2.135083112180588e-07
713,1.856914553733314e-05,2.0089136802619285e-05,2.707376201008434e-08,3.8157143014292076e-07
714,2.3200407518717076e-05,1.8904796435520765e-05,7.947889028189534e-08,7.398328492200586e-07
715,2.5920335641718238e-05,2.0909176388445546e-05,2.5256152288480744e-07,1.5692531194584564e-06
716,3.203504429902569e-05,2.716174922342438e-05,8.79090305027997e-07,3.6827750771939704e-06
717,3.891227249607673e-05,4.10176907767314e-05,3.4078027578568526e-06,9.718444139927219e-06
718,5.361130372022163e-05,7.276781270184106e-05,1.5085411587333274e-05,2.9555136957661253e-05
719,0.00012234699394310988,0.00016545756802734186,7.96174662672775e-05,0.00010810061666734063
